messier_id,ngc_id,v_mag,type,comments,ra,dec,ref,is_up
,NGC 2019,11.0,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.528,-70.167,,
,NGC 202,15.0,Gx,GALAXY,0.662,3.517,,
,NGC 2020,,Nb,REFLECTION NEBULA,5.552,-67.7,,
,NGC 2021,,C+N,OPEN STAR CLUSTER,5.557,-67.433,,
,NGC 2022,12.0,Pl,PLANETARY NEBULA,5.702,9.083,,
,NGC 2023,,Nb,REFLECTION NEBULA,5.693,-2.233,,
,NGC 2024,,Nb,REFLECTION NEBULA,5.698,-1.85,,
,NGC 2025,,OC,OPEN STAR CLUSTER,5.552,-71.733,,
,NGC 2026,,-,UNIDENTIFIED,5.718,20.117,,
,NGC 2027,,C+N,OPEN STAR CLUSTER,5.585,-66.917,,
,NGC 2028,,OC,OPEN STAR CLUSTER,5.562,-69.933,,
,NGC 2029,,C+N,OPEN STAR CLUSTER,5.59,-67.55,,
,NGC 203,15.0,Gx,GALAXY,0.662,3.433,,
,NGC 2030,,C+N,OPEN STAR CLUSTER,5.59,-66.017,,
,NGC 2031,,OC,OPEN STAR CLUSTER,5.562,-70.983,,
,NGC 2032,,C+N,OPEN STAR CLUSTER,5.588,-67.567,,
,NGC 2033,,C+N,OPEN STAR CLUSTER,5.575,-69.733,,
,NGC 2034,,C+N,OPEN STAR CLUSTER,5.595,-66.933,,
,NGC 2035,,C+N,OPEN STAR CLUSTER,5.588,-67.567,,
,NGC 2036,,OC,OPEN STAR CLUSTER,5.573,-70.067,,
,NGC 2037,,C+N,OPEN STAR CLUSTER,5.578,-69.75,,
,NGC 2038,,OC,OPEN STAR CLUSTER,5.575,-70.55,,
,NGC 2039,,-,UNIDENTIFIED,5.735,8.633,,
,NGC 204,14.0,Gx,GALAXY,0.663,3.283,,
,NGC 2040,,C+N,OPEN STAR CLUSTER,5.602,-67.55,,
,NGC 2041,10.0,OC,OPEN STAR CLUSTER,5.607,-66.967,,
,NGC 2042,,C+N,OPEN STAR CLUSTER,5.597,-68.9,,
,NGC 2043,,-,UNIDENTIFIED,5.603,-70.083,,
,NGC 2044,,C+N,OPEN STAR CLUSTER,5.598,-69.183,,
,NGC 2045,,U,UNIDENTIFIED,5.75,12.883,,
,NGC 2046,,OC,OPEN STAR CLUSTER,5.588,-70.233,,
,NGC 2047,,OC,OPEN STAR CLUSTER,5.593,-70.183,,
,NGC 2048,,Nb,REFLECTION NEBULA,5.587,-69.767,,
,NGC 2049,14.0,Gx,GALAXY,5.723,-30.1,,
,NGC 205,8.0,Gx,GALAXY,0.673,41.683,,
,NGC 2050,,C+N,OPEN STAR CLUSTER,5.608,-69.367,,
,NGC 2051,,OC,OPEN STAR CLUSTER,5.603,-71.0,,
,NGC 2052,,Nb,REFLECTION NEBULA,5.622,-69.75,,
,NGC 2053,,OC,OPEN STAR CLUSTER,5.622,-67.4,,
,NGC 2054,,Ast,STAR,5.753,-10.083,,
,NGC 2055,,C+N,OPEN STAR CLUSTER,5.617,-69.4,,
,NGC 2056,,OC,OPEN STAR CLUSTER,5.608,-70.667,,
,NGC 2057,,OC,OPEN STAR CLUSTER,5.612,-70.25,,
,NGC 2058,12.0,OC,OPEN STAR CLUSTER,5.61,-70.133,,
,NGC 2059,,OC,OPEN STAR CLUSTER,5.612,-70.1,,
,NGC 206,,C+N,OPEN STAR CLUSTER,0.677,40.733,,
,NGC 2060,,C+N,OPEN STAR CLUSTER,5.627,-69.167,,
,NGC 2061,,-,UNIDENTIFIED,5.732,-33.95,,
,NGC 2062,,OC,OPEN STAR CLUSTER,5.667,-66.883,,
,NGC 2063,,-,UNIDENTIFIED,5.78,8.8,,
,NGC 2064,,Nb,REFLECTION NEBULA,5.772,0.0,,
,NGC 2065,11.0,OC,OPEN STAR CLUSTER,5.622,-70.217,,
,NGC 2066,,OC,OPEN STAR CLUSTER,5.625,-70.167,,
,NGC 2067,,Nb,REFLECTION NEBULA,5.775,0.1,,
,NGC 2068,8.0,Nb,REFLECTION NEBULA,5.778,0.05,,
,NGC 2069,,Nb,REFLECTION NEBULA,5.642,-69.083,,
,NGC 207,,U,UNIDENTIFIED,0.667,-14.3,,
,NGC 2070,8.2,C+N,OPEN STAR CLUSTER,5.643,-69.083,,
,NGC 2071,,Nb,REFLECTION NEBULA,5.787,0.3,,
,NGC 2072,,OC,OPEN STAR CLUSTER,5.635,-70.233,,
,NGC 2073,13.0,Gx,GALAXY,5.765,-21.983,,
,NGC 2074,,C+N,OPEN STAR CLUSTER,5.648,-69.483,,
,NGC 2075,,C+N,OPEN STAR CLUSTER,5.637,-70.667,,
,NGC 2076,14.0,Gx,GALAXY,5.78,-16.767,,
,NGC 2077,,C+N,OPEN STAR CLUSTER,5.66,-69.667,,
,NGC 2078,,C+N,OPEN STAR CLUSTER,5.66,-69.75,,
,NGC 2079,,C+N,OPEN STAR CLUSTER,5.66,-69.783,,
,NGC 208,15.0,Gx,GALAXY,0.673,2.733,,
,NGC 2080,,C+N,OPEN STAR CLUSTER,5.662,-69.65,,
,NGC 2081,,C+N,OPEN STAR CLUSTER,5.668,-69.4,,
,NGC 2082,13.0,Gx,GALAXY,5.697,-64.3,,
,NGC 2083,,C+N,OPEN STAR CLUSTER,5.665,-69.75,,
,NGC 2084,,C+N,OPEN STAR CLUSTER,5.665,-69.75,,
,NGC 2085,,C+N,OPEN STAR CLUSTER,5.67,-69.65,,
,NGC 2086,,C+N,OPEN STAR CLUSTER,5.673,-69.65,,
,NGC 2087,,Gx,GALAXY,5.738,-55.533,,
,NGC 2088,,OC,OPEN STAR CLUSTER,5.68,-69.467,,
,NGC 2089,14.0,Gx,GALAXY,5.797,-17.6,,
,NGC 209,14.0,Gx,GALAXY,0.652,-18.633,,
,NGC 2090,12.0,Gx,GALAXY,5.783,-34.233,,
,NGC 2091,,OC,OPEN STAR CLUSTER,5.682,-69.433,,
,NGC 2092,,OC,OPEN STAR CLUSTER,5.692,-69.217,,
,NGC 2093,,C+N,OPEN STAR CLUSTER,5.692,-68.917,,
,NGC 2094,,OC,OPEN STAR CLUSTER,5.702,-68.35,,
,NGC 2095,,OC,OPEN STAR CLUSTER,5.712,-67.317,,
,NGC 2096,,OC,OPEN STAR CLUSTER,5.703,-68.467,,
,NGC 2097,,OC,OPEN STAR CLUSTER,5.735,-62.783,,
,NGC 2098,,C+N,OPEN STAR CLUSTER,5.708,-68.267,,
,NGC 2099,5.6,OC,OPEN STAR CLUSTER,5.873,32.55,,
,NGC 21,14.0,Gx,GALAXY,0.178,32.983,,
,NGC 210,10.9,Gx,GALAXY,0.677,-13.867,,
,NGC 2100,9.6,OC,OPEN STAR CLUSTER,5.7,-69.233,,
,NGC 2101,,Gx,GALAXY,5.773,-52.083,,
,NGC 2102,,OC,OPEN STAR CLUSTER,5.703,-69.483,,
,NGC 2103,,C+N,OPEN STAR CLUSTER,5.693,-71.333,,
,NGC 2104,,Gx,GALAXY,5.785,-51.55,,
,NGC 2105,,OC,OPEN STAR CLUSTER,5.737,-66.417,,
,NGC 2106,13.0,Gx,GALAXY,5.845,-21.583,,
,NGC 2107,11.0,OC,OPEN STAR CLUSTER,5.72,-70.617,,
,NGC 2108,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.73,-69.2,,
,NGC 2109,,C+N,OPEN STAR CLUSTER,5.74,-68.533,,
,NGC 211,,SS,STAR,0.683,3.433,,
,NGC 2110,14.0,Gx,GALAXY,5.87,-7.45,,
,NGC 2111,,OC,OPEN STAR CLUSTER,5.745,-70.95,,
,NGC 2112,9.0,OC,OPEN STAR CLUSTER,5.898,0.4,,
,NGC 2113,,C+N,OPEN STAR CLUSTER,5.758,-69.75,,
,NGC 2114,,OC,OPEN STAR CLUSTER,5.763,-68.05,,
,NGC 2115,,Gx,GALAXY,5.855,-50.583,,
,NGC 2116,,OC,OPEN STAR CLUSTER,5.782,-68.533,,
,NGC 2117,,OC,OPEN STAR CLUSTER,5.788,-67.467,,
,NGC 2118,,OC,OPEN STAR CLUSTER,5.787,-69.15,,
,NGC 2119,,Gx,GALAXY,5.957,11.95,,
,NGC 212,,Gx,GALAXY,0.668,-56.167,,
,NGC 2120,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.843,-63.683,,
,NGC 2121,11.2,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.8,-71.467,,
,NGC 2122,,C+N,OPEN STAR CLUSTER,5.812,-70.067,,
,NGC 2123,,OC,OPEN STAR CLUSTER,5.862,-65.317,,
,NGC 2124,13.0,Gx,GALAXY,5.965,-20.067,,
,NGC 2125,,OC,OPEN STAR CLUSTER,5.845,-69.483,,
,NGC 2126,10.0,OC,OPEN STAR CLUSTER,6.05,49.9,,
,NGC 2127,,OC,OPEN STAR CLUSTER,5.852,-69.367,,
,NGC 2128,13.0,Gx,GALAXY,6.078,57.65,,
,NGC 2129,6.7,OC,OPEN STAR CLUSTER,6.017,23.3,,
,NGC 213,15.0,Gx,GALAXY,0.687,16.467,,
,NGC 2130,,OC,OPEN STAR CLUSTER,5.868,-67.333,,
,NGC 2131,,Gx,GALAXY,5.978,-26.633,,
,NGC 2132,,Ast,STAR,5.92,-59.917,,
,NGC 2133,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.857,-71.183,,
,NGC 2134,11.0,OC,OPEN STAR CLUSTER,5.835,-71.117,,
,NGC 2135,,OC,OPEN STAR CLUSTER,5.885,-67.433,,
,NGC 2136,10.0,OC,OPEN STAR CLUSTER,5.88,-69.5,,
,NGC 2137,,OC,OPEN STAR CLUSTER,5.887,-69.483,,
,NGC 2138,,OC,OPEN STAR CLUSTER,5.908,-65.833,,
,NGC 2139,11.7,Gx,GALAXY,6.018,-23.667,,
,NGC 214,12.2,Gx,GALAXY,0.692,25.5,,
,NGC 2140,,OC,OPEN STAR CLUSTER,5.9,-68.6,,
,NGC 2141,9.4,OC,OPEN STAR CLUSTER,6.052,10.433,,
,NGC 2142,,-,UNIDENTIFIED,6.032,-10.6,,
,NGC 2143,,-,UNIDENTIFIED,6.05,5.717,,
,NGC 2144,,Gx,GALAXY,5.683,-82.117,,
,NGC 2145,,OC,OPEN STAR CLUSTER,5.908,-70.917,,
,NGC 2146,10.5,Gx,GALAXY,6.312,78.35,,
,NGC 2147,,C+N,OPEN STAR CLUSTER,5.933,-68.2,,
,NGC 2148,,Gx,GALAXY,5.978,-59.117,,
,NGC 2149,,Nb,REFLECTION NEBULA,6.058,-9.733,,
,NGC 215,,Gx,GALAXY,0.68,-56.217,,
,NGC 2150,,Gx,GALAXY,5.932,-69.567,,
,NGC 2151,,OC,OPEN STAR CLUSTER,5.938,-69.017,,
,NGC 2152,,Gx,GALAXY,6.015,-50.733,,
,NGC 2153,,OC,OPEN STAR CLUSTER,5.958,-66.4,,
,NGC 2154,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.958,-67.25,,
,NGC 2155,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.973,-65.467,,
,NGC 2156,,OC,OPEN STAR CLUSTER,5.96,-68.45,,
,NGC 2157,10.0,OC,OPEN STAR CLUSTER,5.955,-69.183,,
,NGC 2158,8.6,OC,OPEN STAR CLUSTER,6.125,24.1,,
,NGC 2159,,OC,OPEN STAR CLUSTER,5.965,-68.633,,
,NGC 216,13.3,Gx,GALAXY,0.69,-21.05,,
,NGC 2160,,OC,OPEN STAR CLUSTER,5.967,-68.283,,
,NGC 2161,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.927,-74.35,,
,NGC 2162,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.008,-63.75,,
,NGC 2163,,U,UNIDENTIFIED,6.13,18.667,,
,NGC 2164,10.0,OC,OPEN STAR CLUSTER,5.978,-68.517,,
,NGC 2165,,-,UNIDENTIFIED,6.185,51.683,,
,NGC 2166,,OC,OPEN STAR CLUSTER,5.988,-67.933,,
,NGC 2167,,-,UNIDENTIFIED,6.115,-6.2,,
,NGC 2168,5.1,OC,OPEN STAR CLUSTER,6.148,24.333,,
,NGC 2169,5.9,OC,OPEN STAR CLUSTER,6.14,13.95,,
,NGC 217,,Gx,GALAXY,0.692,-10.033,,
,NGC 2170,,Nb,REFLECTION NEBULA,6.125,-6.4,,
,NGC 2171,,Gx,GALAXY,5.977,-70.683,,
,NGC 2172,,OC,OPEN STAR CLUSTER,5.998,-68.633,,
,NGC 2173,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,5.968,-72.983,,
,NGC 2174,,Nb,REFLECTION NEBULA,6.162,20.5,,
,NGC 2175,6.8,OC,OPEN STAR CLUSTER,6.163,20.317,,
,NGC 2176,,OC,OPEN STAR CLUSTER,6.023,-66.85,,
,NGC 2177,,OC,OPEN STAR CLUSTER,6.017,-67.717,,
,NGC 2178,,Gx,GALAXY,6.047,-63.767,,
,NGC 2179,12.5,Gx,GALAXY,6.133,-21.75,,
,NGC 218,15.0,Gx,GALAXY,0.697,36.35,,
,NGC 2180,,-,UNIDENTIFIED,6.16,4.717,,
,NGC 2181,,OC,OPEN STAR CLUSTER,6.043,-65.25,,
,NGC 2182,,Nb,REFLECTION NEBULA,6.158,-6.333,,
,NGC 2183,,Nb,REFLECTION NEBULA,6.18,-6.217,,
,NGC 2184,,OC,OPEN STAR CLUSTER,6.182,-3.517,,
,NGC 2185,,Nb,REFLECTION NEBULA,6.185,-6.217,,
,NGC 2186,8.7,OC,OPEN STAR CLUSTER,6.203,5.45,,
,NGC 2187,,Gx,GALAXY,6.065,-69.567,,
,NGC 2188,11.8,Gx,GALAXY,6.168,-34.1,,
,NGC 2189,,-,UNIDENTIFIED,6.205,1.133,,
,NGC 219,15.0,Gx,GALAXY,0.705,0.9,,
,NGC 2190,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.013,-74.717,,
,NGC 2191,,Gx,GALAXY,6.14,-52.517,,
,NGC 2192,11.0,OC,OPEN STAR CLUSTER,6.253,39.85,,
,NGC 2193,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.103,-65.083,,
,NGC 2194,8.5,OC,OPEN STAR CLUSTER,6.23,12.8,,
,NGC 2195,,Nb,REFLECTION NEBULA,6.24,17.65,,
,NGC 2196,11.2,Gx,GALAXY,6.203,-21.8,,
,NGC 2197,,OC,OPEN STAR CLUSTER,6.098,-67.083,,
,NGC 2198,,-,UNIDENTIFIED,6.232,1.0,,
,NGC 2199,,Gx,GALAXY,6.078,-73.4,,
,NGC 22,15.0,Gx,GALAXY,0.163,27.833,,
,NGC 220,11.0,OC,OPEN STAR CLUSTER,0.675,-73.4,,
,NGC 2200,,Gx,GALAXY,6.223,-43.65,,
,NGC 2201,,Gx,GALAXY,6.223,-43.683,,
,NGC 2202,,-,UNIDENTIFIED,6.282,5.983,,
,NGC 2203,,OC,OPEN STAR CLUSTER,6.078,-75.433,,
,NGC 2204,8.6,OC,OPEN STAR CLUSTER,6.262,-18.65,,
,NGC 2205,,Gx,GALAXY,6.177,-62.533,,
,NGC 2206,13.0,Gx,GALAXY,6.267,-26.767,,
,NGC 2207,10.7,Gx,GALAXY,6.273,-21.367,,
,NGC 2208,14.0,Gx,GALAXY,6.375,51.917,,
,NGC 2209,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.145,-73.85,,
,NGC 221,8.2,Gx,GALAXY,0.712,40.867,,
,NGC 2210,10.2,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.192,-69.133,,
,NGC 2211,14.0,Gx,GALAXY,6.307,-18.567,,
,NGC 2212,14.0,Gx,GALAXY,6.308,-18.55,,
,NGC 2213,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.178,-71.55,,
,NGC 2214,11.0,OC,OPEN STAR CLUSTER,6.213,-68.267,,
,NGC 2215,8.4,OC,OPEN STAR CLUSTER,6.35,-7.283,,
,NGC 2216,14.0,Gx,GALAXY,6.36,-22.083,,
,NGC 2217,10.4,Gx,GALAXY,6.362,-27.233,,
,NGC 2218,,-,UNIDENTIFIED,6.412,19.333,,
,NGC 2219,,-,UNIDENTIFIED,6.39,-4.683,,
,NGC 222,11.0,OC,OPEN STAR CLUSTER,0.677,-73.4,,
,NGC 2220,,Ast,STAR,6.363,-44.767,,
,NGC 2221,,Gx,GALAXY,6.337,-57.583,,
,NGC 2222,,Gx,GALAXY,6.338,-57.533,,
,NGC 2223,11.4,Gx,GALAXY,6.41,-22.833,,
,NGC 2224,,-,UNIDENTIFIED,6.46,12.633,,
,NGC 2225,,OC,OPEN STAR CLUSTER,6.443,-9.65,,
,NGC 2226,,-,UNIDENTIFIED,6.445,-9.65,,
,NGC 2227,14.0,Gx,GALAXY,6.432,-21.983,,
,NGC 2228,,Gx,GALAXY,6.353,-64.45,,
,NGC 2229,,Gx,GALAXY,6.355,-64.967,,
,NGC 223,14.0,Gx,GALAXY,0.712,0.85,,
,NGC 2230,,Gx,GALAXY,6.357,-65.0,,
,NGC 2231,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.34,-67.533,,
,NGC 2232,3.9,OC,OPEN STAR CLUSTER,6.443,-4.75,,
,NGC 2233,,Gx,GALAXY,6.362,-65.05,,
,NGC 2234,,-,UNIDENTIFIED,6.488,16.683,,
,NGC 2235,,Gx,GALAXY,6.372,-64.95,,
,NGC 2236,8.5,OC,OPEN STAR CLUSTER,6.495,6.833,,
,NGC 2237,,Nb,REFLECTION NEBULA,6.505,5.05,,
,NGC 2238,,C+N,OPEN STAR CLUSTER,6.51,5.017,,
,NGC 2239,,OC,OPEN STAR CLUSTER,6.517,4.95,,
,NGC 224,3.5,Gx,GALAXY,0.712,41.267,,
,NGC 2240,,-,UNIDENTIFIED,6.548,35.2,,
,NGC 2241,,OC,OPEN STAR CLUSTER,6.378,-68.95,,
,NGC 2242,14.0,Pl,PLANETARY NEBULA,6.567,44.767,,
,NGC 2243,9.4,OC,OPEN STAR CLUSTER,6.497,-31.283,,
,NGC 2244,4.8,OC,OPEN STAR CLUSTER,6.54,4.867,,
,NGC 2245,,Nb,REFLECTION NEBULA,6.545,10.167,,
,NGC 2246,,Nb,REFLECTION NEBULA,6.54,5.117,,
,NGC 2247,,Nb,REFLECTION NEBULA,6.553,10.333,,
,NGC 2248,,-,UNIDENTIFIED,6.577,26.317,,
,NGC 2249,,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.432,-68.8,,
,NGC 225,7.0,OC,OPEN STAR CLUSTER,0.723,61.783,,
,NGC 2250,9.0,OC,OPEN STAR CLUSTER,6.547,-5.033,,
,NGC 2251,7.3,OC,OPEN STAR CLUSTER,6.578,8.367,,
,NGC 2252,8.0,OC,OPEN STAR CLUSTER,6.583,5.383,,
,NGC 2253,,OC,OPEN STAR CLUSTER,6.707,66.333,,
,NGC 2254,9.7,OC,OPEN STAR CLUSTER,6.6,7.667,,
,NGC 2255,,Gx,GALAXY,6.567,-34.783,,
,NGC 2256,14.0,Gx,GALAXY,6.787,74.233,,
,NGC 2257,13.5,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.507,-64.317,,
,NGC 2258,13.0,Gx,GALAXY,6.797,74.483,,
,NGC 2259,11.0,OC,OPEN STAR CLUSTER,6.643,10.883,,
,NGC 226,14.0,Gx,GALAXY,0.713,32.567,,
,NGC 2260,,-,UNIDENTIFIED,6.635,-1.467,,
,NGC 2261,,Nb,REFLECTION NEBULA,6.653,8.733,,
,NGC 2262,11.0,OC,OPEN STAR CLUSTER,6.64,1.183,,
,NGC 2263,13.0,Gx,GALAXY,6.64,-24.817,,
,NGC 2264,3.9,C+N,OPEN STAR CLUSTER,6.685,9.883,,
,NGC 2265,,-,UNIDENTIFIED,6.692,11.933,,
,NGC 2266,10.0,OC,OPEN STAR CLUSTER,6.72,26.967,,
,NGC 2267,14.0,Gx,GALAXY,6.68,-32.483,,
,NGC 2268,11.5,Gx,GALAXY,7.233,84.383,,
,NGC 2269,10.0,OC,OPEN STAR CLUSTER,6.732,4.567,,
,NGC 227,13.0,Gx,GALAXY,0.71,-1.533,,
,NGC 2270,,-,UNIDENTIFIED,6.732,3.433,,
,NGC 2271,14.0,Gx,GALAXY,6.713,-23.467,,
,NGC 2272,11.9,Gx,GALAXY,6.712,-27.45,,
,NGC 2273,12.0,Gx,GALAXY,6.835,60.85,,
,NGC 2274,13.0,Gx,GALAXY,6.787,33.567,,
,NGC 2275,14.0,Gx,GALAXY,6.787,33.6,,
,NGC 2276,11.4,Gx,GALAXY,7.45,85.75,,
,NGC 2277,,-,UNIDENTIFIED,6.797,33.433,,
,NGC 2278,,-,UNIDENTIFIED,6.805,33.4,,
,NGC 2279,,-,UNIDENTIFIED,6.807,33.4,,
,NGC 228,15.0,Gx,GALAXY,0.713,23.5,,
,NGC 2280,12.0,Gx,GALAXY,6.747,-27.633,,
,NGC 2281,5.4,OC,OPEN STAR CLUSTER,6.822,41.067,,
,NGC 2282,,Nb,REFLECTION NEBULA,6.782,1.317,,
,NGC 2283,13.0,Gx,GALAXY,6.765,-18.233,,
,NGC 2284,,-,UNIDENTIFIED,6.818,33.217,,
,NGC 2285,,-,UNIDENTIFIED,6.823,33.35,,
,NGC 2286,7.5,OC,OPEN STAR CLUSTER,6.793,-3.167,,
,NGC 2287,4.5,OC,OPEN STAR CLUSTER,6.783,-20.733,,
,NGC 2288,14.0,Gx,GALAXY,6.845,33.433,,
,NGC 2289,15.0,Gx,GALAXY,6.845,33.45,,
,NGC 229,14.0,Gx,GALAXY,0.717,23.483,,
,NGC 2290,15.0,Gx,GALAXY,6.85,33.433,,
,NGC 2291,16.0,Gx,GALAXY,6.85,33.533,,
,NGC 2292,14.0,Gx,GALAXY,6.793,-26.75,,
,NGC 2293,13.0,Gx,GALAXY,6.795,-26.75,,
,NGC 2294,15.0,Gx,GALAXY,6.853,33.533,,
,NGC 2295,14.0,Gx,GALAXY,6.788,-26.733,,
,NGC 2296,13.0,Gx,GALAXY,6.81,-16.917,,
,NGC 2297,,Gx,GALAXY,6.74,-63.717,,
,NGC 2298,9.4,Gb,GLOBULAR CLUSTER EXTENDED GALACTIC OR EXTRAGALACTIC,6.817,-36.0,,
,NGC 2299,,-,UNIDENTIFIED,6.852,-7.0,,
,NGC 23,12.0,Gx,GALAXY,0.165,25.917,,
,NGC 230,15.0,Gx,GALAXY,0.707,-23.633,,
,NGC 2300,11.0,Gx,GALAXY,7.533,85.717,,
,NGC 2301,6.0,OC,OPEN STAR CLUSTER,6.863,0.467,,
,NGC 2302,8.9,OC,OPEN STAR CLUSTER,6.865,-7.067,,
,NGC 2303,14.0,Gx,GALAXY,6.937,45.5,,
,NGC 2304,10.0,OC,OPEN STAR CLUSTER,6.917,18.017,,
,NGC 2305,,Gx,GALAXY,6.81,-64.267,,
,NGC 2306,,-,UNIDENTIFIED,6.91,-7.183,,
,NGC 2307,,Gx,GALAXY,6.813,-64.333,,
,NGC 2308,14.0,Gx,GALAXY,6.977,45.217,,
,NGC 2309,11.0,OC,OPEN STAR CLUSTER,6.937,-7.2,,
,NGC 231,12.0,OC,OPEN STAR CLUSTER,0.683,-73.367,,
,NGC 2310,12.0,Gx,GALAXY,6.9,-40.867,,
,NGC 2311,10.0,OC,OPEN STAR CLUSTER,6.963,-4.583,,
,NGC 2312,,-,UNIDENTIFIED,6.98,10.267,,
,NGC 2313,,Nb,REFLECTION NEBULA,6.967,-7.95,,
,NGC 2314,11.9,Gx,GALAXY,7.175,75.333,,
,NGC 2315,14.0,Gx,GALAXY,7.042,50.6,,
,NGC 2316,,Nb,REFLECTION NEBULA,6.995,-7.767,,
,NGC 2317,,-,UNIDENTIFIED,6.98,-7.767,,
,NGC 2318,,OC,OPEN STAR CLUSTER,6.992,-13.7,,
,NGC 2319,,-,UNIDENTIFIED,7.018,3.067,,
,NGC 232,14.0,Gx,GALAXY,0.712,-23.567,,
,NGC 2320,14.0,Gx,GALAXY,7.093,50.6,,
,NGC 2321,15.0,Gx,GALAXY,7.098,50.767,,
,NGC 2322,14.0,Gx,GALAXY,7.098,50.517,,
,NGC 2323,5.9,OC,OPEN STAR CLUSTER,7.053,-8.333,,
,NGC 2324,8.4,OC,OPEN STAR CLUSTER,7.07,1.05,,
,NGC 2325,11.2,Gx,GALAXY,7.045,-28.7,,
,NGC 2326,14.0,Gx,GALAXY,7.14,50.733,,
,NGC 2327,,Nb,REFLECTION NEBULA,7.072,-11.3,,
,NGC 2328,,Gx,GALAXY,7.042,-42.05,,
,NGC 2329,14.0,Gx,GALAXY,7.153,48.617,,
,NGC 233,14.0,Gx,GALAXY,0.723,30.583,,
,NGC 2330,14.0,Gx,GALAXY,7.158,50.2,,
,NGC 2331,9.0,OC,OPEN STAR CLUSTER,7.12,27.35,,
,NGC 2332,14.0,Gx,GALAXY,7.158,50.183,,
,NGC 2333,14.0,Gx,GALAXY,7.14,35.183,,
,NGC 2334,,-,UNIDENTIFIED,7.165,50.2,,
,NGC 2335,7.2,OC,OPEN STAR CLUSTER,7.11,-10.083,,
,NGC 2336,10.5,Gx,GALAXY,7.452,80.183,,
,NGC 2337,13.0,Gx,GALAXY,7.17,44.45,,
,NGC 2338,,Ast,STAR,7.128,-5.617,,
,NGC 2339,11.6,Gx,GALAXY,7.138,18.783,,
,NGC 234,13.0,Gx,GALAXY,0.723,14.333,,
,NGC 2340,14.0,Gx,GALAXY,7.183,50.167,,
,NGC 2341,14.0,Gx,GALAXY,7.155,20.583,,
,NGC 2342,13.0,Gx,GALAXY,7.157,20.633,,
,NGC 2343,6.7,OC,OPEN STAR CLUSTER,7.138,-10.65,,
,NGC 2344,12.1,Gx,GALAXY,7.208,47.167,,
,NGC 2345,7.7,OC,OPEN STAR CLUSTER,7.138,-13.167,,
,NGC 2346,,Pl,PLANETARY NEBULA,7.157,-0.8,,
,NGC 2347,12.5,Gx,GALAXY,7.268,64.717,,
,NGC 2348,,U,UNIDENTIFIED,7.052,-67.383,,
,NGC 2349,,-,UNIDENTIFIED,7.167,-8.617,,
,NGC 235,14.0,Gx,GALAXY,0.713,-23.55,,
,NGC 2350,14.0,Gx,GALAXY,7.22,12.25,,
,NGC 2351,,U,UNIDENTIFIED,7.225,-10.483,,
,NGC 2352,,-,UNIDENTIFIED,7.227,-24.1,,
,NGC 2353,7.1,OC,OPEN STAR CLUSTER,7.243,-10.3,,
,NGC 2354,6.5,OC,OPEN STAR CLUSTER,7.238,-25.733,,
,NGC 2355,10.0,OC,OPEN STAR CLUSTER,7.282,13.783,,
,NGC 2356,,-,UNIDENTIFIED,7.285,13.967,,
,NGC 2357,14.0,Gx,GALAXY,7.293,23.367,,
,NGC 2358,,-,UNIDENTIFIED,7.28,-17.05,,
,NGC 2359,,Nb,REFLECTION NEBULA,7.31,-13.2,,
,NGC 236,14.0,Gx,GALAXY,0.725,2.933,,
,NGC 2360,7.2,OC,OPEN STAR CLUSTER,7.297,-15.617,,
,NGC 2361,,DS?,STAR,7.307,-13.217,,
,NGC 2362,4.1,C+N,OPEN STAR CLUSTER,7.313,-24.95,,
,NGC 2363,,Gx,GALAXY,7.478,69.067,,
,NGC 2364,,OC,OPEN STAR CLUSTER,7.347,-7.567,,
,NGC 2365,14.0,Gx,GALAXY,7.375,22.067,,
,NGC 2366,10.9,Gx,GALAXY,7.482,69.217,,
